4.038246, -0.261936, -0.022624, 1.002431
4.089387, -0.263118, -0.021920, 1.005173
4.130472, -0.264042, -0.019984, 1.003004
4.175480, -0.265054, -0.020169, 0.999230
4.240384, -0.266546, -0.019890, 1.005071
4.295812, -0.267691, -0.017158, 1.008365
4.346160, -0.268552, -0.017110, 0.992304
4.386563, -0.269256, -0.014711, 1.011012
4.439757, -0.270040, -0.015728, 0.998511
4.480813, -0.270712, -0.014095, 1.001197
4.537721, -0.271564, -0.014676, 1.005356
4.593842, -0.272498, -0.014629, 1.005775
4.642772, -0.273356, -0.016129, 0.998401
4.696902, -0.274302, -0.016641, 1.000485
4.746062, -0.275267, -0.016945, 1.010420
4.796280, -0.276199, -0.015990, 1.006373
4.838619, -0.276904, -0.014339, 1.011299
4.909154, -0.277968, -0.012506, 1.003215
4.942131, -0.278433, -0.012999, 0.999390
4.984024, -0.279011, -0.012369, 0.992912
5.044026, -0.279819, -0.013028, 0.993741
5.090319, -0.280525, -0.010953, 0.993598
5.148495, -0.281164, -0.010437, 1.001375
5.189505, -0.281673, -0.011138, 1.006415
5.246778, -0.282278, -0.008912, 1.003604
5.289833, -0.282692, -0.007947, 1.005634
5.344538, -0.283155, -0.006362, 0.989293
5.396527, -0.283515, -0.004785, 0.988576
5.442467, -0.283770, -0.003489, 0.988223
5.487316, -0.283927, -0.002691, 1.004683
5.531148, -0.284122, -0.002878, 1.005454
5.579335, -0.284228, -0.001360, 1.005645
5.645006, -0.284338, -0.000912, 0.994875
5.695533, -0.284406, -0.003350, 0.990333
5.739980, -0.284632, -0.005465, 1.010415
5.790449, -0.284856, -0.004885, 1.005168
5.836600, -0.285150, -0.003446, 0.999155
5.900716, -0.285399, -0.004700, 0.996285
5.951226, -0.285517, -0.003506, 1.005168
5.967426, -0.285576, -0.002449, 1.010450
6.037878, -0.285865, -0.002403, 1.007489
6.091108, -0.286074, -0.001698, 1.008021
6.147898, -0.286201, -0.001234, 0.990250
6.193514, -0.286348, -0.002381, 0.984172
6.247054, -0.286512, -0.003216, 0.989598
6.290091, -0.286653, -0.004568, 0.997906
6.332376, -0.286890, -0.005902, 1.014223
6.380096, -0.287152, -0.009400, 1.017653
6.433364, -0.287681, -0.008975, 0.995147
6.492468, -0.288257, -0.010128, 1.008314
6.537758, -0.288716, -0.009802, 1.000344
6.592938, -0.289293, -0.010298, 1.011753
6.652170, -0.289832, -0.007899, 1.006802
6.682339, -0.290052, -0.006665, 0.998170
6.736448, -0.290351, -0.004370, 1.002185
6.791231, -0.290575, -0.004760, 1.003537
6.849941, -0.290801, -0.004041, 0.988365
6.868817, -0.290898, -0.003385, 0.997763
6.948383, -0.291149, -0.002643, 1.009951
6.996471, -0.291315, -0.003628, 1.003627
7.040341, -0.291470, -0.004523, 1.004698
7.090138, -0.291691, -0.004429, 0.997226
7.139868, -0.291871, -0.004233, 1.001047
7.191156, -0.292070, -0.005558, 1.008241
7.243711, -0.292368, -0.007211, 1.007214
7.285882, -0.292662, -0.005822, 1.003174
7.347095, -0.292961, -0.003489, 1.013129
7.401506, -0.293092, -0.004728, 1.008051
7.446337, -0.293218, -0.004302, 0.980193
7.497561, -0.293423, -0.005045, 1.009447
7.549027, -0.293653, -0.004638, 1.002662
7.597169, -0.293842, -0.004845, 1.006401
7.618387, -0.293952, -0.005245, 1.019173
7.706461, -0.294384, -0.004289, 1.011739
7.740615, -0.294590, -0.005089, 1.017759
7.797209, -0.294941, -0.006826, 1.020290
7.851875, -0.295330, -0.007864, 1.011544
7.906154, -0.295785, -0.008597, 1.005616
7.955075, -0.296221, -0.008042, 0.992713
7.989166, -0.296493, -0.008302, 1.006318
8.031472, -0.296803, -0.008641, 1.005892
8.095985, -0.297353, -0.009173, 1.003907
8.156253, -0.298020, -0.011204, 0.996303
8.204477, -0.298500, -0.010832, 0.995779
8.248350, -0.298960, -0.009760, 0.992717
8.299138, -0.299462, -0.008446, 0.997747
8.347833, -0.299834, -0.006435, 0.988729
8.396446, -0.300092, -0.003645, 0.998748
8.423199, -0.300169, -0.001786, 0.993050
8.423199, -0.300169, -0.001786, 0.993050
8.551651, -0.300168, -0.000919, 1.010799
8.592007, -0.300215, -0.002139, 1.009223
