0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.176400
0.000000, 0.000000, 0.000000, 0.450800
-0.000000, 0.000000, -0.000001, 0.000006
-0.000000, 0.000000, -0.000001, 0.000007
-0.000000, 0.000000, -0.000001, 0.000007
-0.000000, 0.000000, -0.000001, 0.000007
-0.000000, 0.000000, -0.000001, 0.000007
-0.000000, 0.000000, -0.000001, 0.000007
-0.000000, 0.000000, -0.000001, 0.000007
-0.000000, 0.000000, -0.000001, 0.000007
-0.000000, 0.000000, -0.000001, 0.000007
-0.000000, 0.000000, -0.000001, 0.000007
-0.000000, 0.000000, -0.000001, 0.000007
-0.000000, 0.000000, -0.000001, 0.000007
-0.000000, 0.000000, -0.000001, 0.000007
-0.000000, 0.000000, -0.000001, 0.000007
-0.000000, 0.000000, -0.000001, 0.000007
-0.000000, 0.000000, -0.000001, 0.000007
-0.000000, 0.000000, -0.000001, 0.000007
-0.000001, 0.000000, -0.000001, 0.000007
-0.000001, 0.000000, -0.000001, 0.000007
-0.000001, 0.000000, -0.000001, 0.000007
-0.000001, 0.000000, -0.000001, 0.000007
-0.000001, 0.000000, -0.000001, 0.000007
-0.000001, 0.000000, -0.000001, 0.000007
-0.000001, 0.000000, -0.000001, 0.000007
-0.000001, 0.000000, -0.000001, 0.000007
-0.000001, 0.000000, -0.000001, 0.000007
-0.000001, 0.000000, -0.000001, 0.000007
0.000005, -0.000008, 0.000149, 0.011000
0.009069, 0.000037, -0.001056, 0.391812
0.026586, -0.000009, -0.001483, 0.573271
0.056108, -0.000137, -0.002607, 0.709198
0.112421, -0.000444, -0.006875, 0.826104
0.150540, -0.000869, -0.010145, 0.876402
0.201094, -0.001618, -0.016458, 0.971339
0.252131, -0.002601, -0.022344, 1.002963
0.281084, -0.003310, -0.024228, 0.995474
0.339957, -0.004798, -0.026697, 0.993948
0.404897, -0.006769, -0.032843, 1.006993
0.436857, -0.007873, -0.036052, 1.002883
0.503765, -0.010388, -0.040364, 0.998099
0.517730, -0.010949, -0.040959, 1.003008
0.594643, -0.014212, -0.043533, 1.006244
0.648546, -0.016572, -0.044303, 0.993909
0.704447, -0.019056, -0.045112, 1.002660
0.754365, -0.021318, -0.045248, 1.002467
0.801292, -0.023444, -0.045863, 0.996010
0.844235, -0.025427, -0.046420, 1.001626
0.895162, -0.027740, -0.045983, 0.998484
0.946071, -0.029990, -0.044564, 0.993908
0.999001, -0.032344, -0.042749, 0.999187
1.054944, -0.034722, -0.041825, 1.003343
1.100802, -0.036589, -0.041180, 0.997497
1.138772, -0.038122, -0.039419, 1.001888
1.191738, -0.040138, -0.036865, 1.002368
1.251570, -0.042330, -0.035986, 0.997972
1.294524, -0.043848, -0.035273, 0.998307
1.339472, -0.045406, -0.033466, 0.994693
1.389428, -0.047082, -0.033311, 1.001294
1.444323, -0.048805, -0.030843, 1.000739
1.491217, -0.050214, -0.028550, 0.999854
1.536195, -0.051492, -0.028215, 0.999966
1.594173, -0.053124, -0.027960, 1.000012
1.631100, -0.054113, -0.026734, 1.000181
1.677096, -0.055313, -0.024678, 1.000435
1.723100, -0.056418, -0.022588, 1.000414
1.794110, -0.057939, -0.019456, 1.000328
1.843115, -0.058852, -0.017366, 1.000017
1.892106, -0.059664, -0.015759, 0.999953
1.938102, -0.060387, -0.015312, 0.999995
1.995088, -0.061262, -0.015519, 0.999608
2.027087, -0.061765, -0.016012, 1.000004
2.088081, -0.062761, -0.016202, 1.000097
2.124071, -0.063288, -0.015534, 0.996717
2.196212, -0.064258, -0.011147, 1.001532
2.239438, -0.064723, -0.010152, 1.006230
2.292682, -0.065211, -0.009717, 1.008268
2.340126, -0.065656, -0.009713, 1.015029
2.389117, -0.066183, -0.009859, 0.993508
2.439099, -0.066627, -0.007735, 1.003222
2.489340, -0.066963, -0.007123, 1.004551
2.543832, -0.067337, -0.007195, 1.005105
2.605457, -0.067852, -0.009162, 1.012915
2.646828, -0.068222, -0.009945, 1.006381
2.703283, -0.068766, -0.009780, 1.005966
2.719408, -0.068917, -0.009802, 1.004638
2.800778, -0.069640, -0.008561, 1.013719
2.844243, -0.070007, -0.008984, 1.005591
2.896589, -0.070463, -0.008680, 1.007826
2.935905, -0.070814, -0.008148, 0.998651
2.999708, -0.071372, -0.007761, 0.998945
3.035519, -0.071610, -0.006775, 0.996512
3.052491, -0.071720, -0.007245, 0.995361
3.101437, -0.072128, -0.008410, 1.005922
3.187289, -0.072940, -0.009568, 1.000607
3.257621, -0.073502, -0.007336, 1.011391
3.308800, -0.073812, -0.005245, 0.991004
3.348476, -0.074010, -0.003674, 0.986277
3.383591, -0.074180, -0.003719, 1.019205
3.457842, -0.074409, -0.001977, 1.002643
3.498757, -0.074489, -0.000907, 0.993786
3.541948, -0.074514, 0.000412, 1.012513
3.599351, -0.074534, 0.000647, 1.008759
3.655563, -0.074490, 0.001178, 0.994145
3.709760, -0.074392, 0.002410, 1.006407
3.748988, -0.074287, 0.003609, 1.009503
3.801307, -0.074076, 0.004876, 1.009611
3.853594, -0.073825, 0.006271, 1.009129
3.892811, -0.073557, 0.006549, 0.995341
3.944173, -0.073218, 0.008358, 1.016334
3.998289, -0.072769, 0.007951, 1.003477
4.055448, -0.072393, 0.006405, 1.010448
4.091717, -0.072196, 0.005207, 1.003089
4.145858, -0.071927, 0.004754, 0.992596
4.205801, -0.071623, 0.004872, 0.995435
4.225891, -0.071527, 0.004709, 0.995379
4.298150, -0.071218, 0.003793, 0.994065
4.343305, -0.071072, 0.003383, 1.008388
4.401671, -0.070916, 0.002511, 1.011452
4.401671, -0.070916, 0.002511, 1.011452
4.481956, -0.070745, 0.002362, 1.010984
4.561022, -0.070544, 0.003533, 1.001847
4.597155, -0.070451, 0.002760, 1.005103
4.654748, -0.070270, 0.004316, 1.017228
