0.567076, -0.028033, -0.068775, 0.992283
0.617812, -0.031560, -0.064703, 1.001403
0.677688, -0.035375, -0.060058, 0.993549
0.716417, -0.037676, -0.058239, 1.002559
0.764346, -0.040391, -0.055426, 0.998459
0.823284, -0.043525, -0.050701, 0.995701
0.858270, -0.045245, -0.047487, 0.996411
0.907279, -0.047470, -0.043143, 0.996764
0.963284, -0.049755, -0.038065, 0.999185
1.012245, -0.051534, -0.034730, 0.997982
1.048228, -0.052742, -0.032484, 0.997954
1.103200, -0.054460, -0.029870, 1.002322
1.176119, -0.056563, -0.027730, 1.003248
1.220111, -0.057738, -0.025458, 0.999305
1.259013, -0.058698, -0.023616, 1.001506
1.312967, -0.059905, -0.020490, 0.999362
1.363886, -0.060910, -0.019400, 0.999657
1.381868, -0.061252, -0.018646, 1.000107
1.456821, -0.062648, -0.018089, 1.000311
1.485815, -0.063170, -0.018000, 1.000284
1.508812, -0.063582, -0.017827, 1.000327
1.612803, -0.065417, -0.017457, 1.000259
1.664768, -0.066303, -0.016742, 0.999267
1.712715, -0.067087, -0.016492, 0.998021
1.776672, -0.068086, -0.014726, 1.000108
1.820657, -0.068741, -0.014797, 0.998069
1.863641, -0.069314, -0.012983, 0.999735
1.918642, -0.069953, -0.010242, 0.999945
1.975629, -0.070457, -0.008089, 0.973852
2.013622, -0.070706, -0.004857, 0.999748
2.064616, -0.071009, -0.003603, 0.991735
2.111030, -0.071143, -0.001206, 1.012725
2.170711, -0.071160, 0.000094, 1.003958
2.205982, -0.071236, 0.002849, 1.006992
2.267227, -0.071075, 0.002276, 1.011228
2.319463, -0.070865, 0.004139, 1.008121
2.365775, -0.070662, 0.004976, 1.013206
2.420023, -0.070400, 0.004830, 1.006206
2.487152, -0.070103, 0.003412, 1.003838
2.531351, -0.069935, 0.004261, 1.006562
2.573522, -0.069841, 0.002952, 1.007643
2.608828, -0.069804, 0.002350, 1.020717
2.680849, -0.069742, 0.000393, 0.994630
