1.196067, 0.183112, 1.578873
1.209822, 0.400522, 1.576355
1.204173, 0.621582, 1.566084
1.204847, 0.836678, 1.561174
1.223852, 1.062967, 1.550224
1.232989, 1.296970, 1.549766
1.244915, 1.547672, 1.540674
1.270389, 1.824362, 1.532709
1.283754, 2.082766, 1.525657
1.306171, 2.342795, 1.523702
1.318671, 2.589101, 1.522257
1.350031, 2.830272, 1.510898
1.365085, 3.072182, 1.503215
1.376221, 3.320075, 1.501193
1.396265, 3.591918, 1.502750
1.409798, 3.857177, 1.500587
1.426956, 4.133056, 1.501562
1.439566, 4.399076, 1.496833
1.458896, 4.645720, 1.491408
1.473801, 4.889123, 1.488383
1.502912, 5.084597, 1.478499
1.536499, 5.286500, 1.446896
1.578042, 5.499796, 1.338608
1.674444, 5.747635, 1.134854
1.823777, 5.972208, 0.956890
2.002669, 6.195726, 0.862066
2.244191, 6.381691, 0.661065
2.483375, 6.479978, 0.440326
2.790245, 6.552098, 0.288731
3.112479, 6.598706, 0.276551
3.449400, 6.625433, 0.256927
3.886420, 6.572303, 0.206075
4.324459, 6.526160, 0.169299
4.690460, 6.502790, 0.140350
4.973191, 6.518066, 0.082467
5.262699, 6.519103, 0.014301
5.532376, 6.518311, 0.010822
5.798315, 6.505795, 0.001886
6.095413, 6.496233, -0.006790
6.382087, 6.477400, -0.019548
6.658020, 6.450792, -0.031212
6.922571, 6.421511, -0.025364
7.213712, 6.394161, -0.038686
7.483097, 6.369136, -0.046623
7.752630, 6.339257, -0.044748
8.036933, 6.329816, -0.015978
8.293371, 6.316483, -0.021203
8.564595, 6.310116, -0.019387
8.842669, 6.303762, -0.018459
9.114137, 6.305149, -0.015260
9.415152, 6.304926, -0.011374
9.719773, 6.310548, -0.003429
10.014711, 6.320653, 0.001438
10.288872, 6.326170, 0.009378
10.599466, 6.337877, 0.017407
10.872955, 6.361846, 0.029246
11.129007, 6.374169, -0.049071
11.390047, 6.361455, -0.093278
11.644211, 6.340519, -0.092835
11.919369, 6.321158, -0.089399
12.186954, 6.299294, -0.093638
12.449837, 6.272770, -0.095436
12.730451, 6.243175, -0.098644
13.009839, 6.205467, -0.105214
13.307383, 6.163621, -0.113617
13.605400, 6.121487, -0.119029
13.907127, 6.071518, -0.130341
14.195157, 6.025976, -0.155583
14.487488, 5.971670, -0.248106
14.708909, 5.895712, -0.412425
14.878581, 5.803271, -0.622687
15.027951, 5.668584, -0.844266
15.139798, 5.506171, -1.068327
15.260214, 5.167414, -1.191254
15.367416, 4.815464, -1.207329
15.451670, 4.467499, -1.230917
15.496117, 4.058709, -1.357787
15.485929, 3.701572, -1.506031
15.458253, 3.339074, -1.548579
15.431823, 2.998866, -1.567671
15.408623, 2.655557, -1.579158
15.376232, 2.308026, -1.591680
15.354173, 1.969836, -1.601999
15.329980, 1.672135, -1.611930
15.311156, 1.363422, -1.614911
15.275167, 1.040512, -1.625757
15.238887, 0.718792, -1.589482
15.208221, 0.396560, -1.571667
15.191656, 0.083822, -1.579959
15.180089, -0.240326, -1.582738
15.163947, -0.553291, -1.588216
15.142846, -0.881175, -1.596828
15.125418, -1.208798, -1.601143
15.116158, -1.520361, -1.599476
15.108630, -1.875750, -1.593106
15.109643, -2.189619, -1.588710
15.112776, -2.544031, -1.587501
15.113577, -2.873376, -1.578083
15.120514, -3.194692, -1.570761
15.127431, -3.546898, -1.596589
15.137437, -3.847097, -1.621707
15.134264, -4.147665, -1.640636
15.137490, -4.434144, -1.627993
15.128364, -4.741143, -1.622740
15.118298, -5.034828, -1.627261
15.097916, -5.317369, -1.684011
15.060372, -5.627459, -1.740234
15.006069, -5.921812, -1.794379
14.930255, -6.223488, -1.853318
14.851266, -6.504132, -1.908001
14.746213, -6.782000, -1.968481
14.623668, -7.059858, -2.098169
14.462911, -7.308896, -2.258829
14.267448, -7.509475, -2.368304
14.051418, -7.680950, -2.446315
13.826443, -7.852045, -2.476442
13.592463, -8.009062, -2.498305
13.341651, -8.152362, -2.520793
13.095378, -8.276706, -2.540621
12.839289, -8.409187, -2.578547
12.589572, -8.529047, -2.620022
12.333204, -8.634462, -2.680270
12.079579, -8.737215, -2.744775
11.755495, -8.849470, -2.826826
11.434635, -8.937552, -2.962572
11.027854, -8.957200, -3.071907
10.613682, -8.954986, -3.096305
10.256305, -8.947263, -3.118080
9.861082, -8.928434, -3.138935
9.492691, -8.898664, 3.128723
9.132124, -8.871249, 3.112904
8.774963, -8.849941, 3.098192
8.416266, -8.816361, 3.086535
8.034068, -8.775689, 3.066873
7.636843, -8.731760, 3.064854
7.258020, -8.687752, 3.058571
6.869143, -8.666453, 3.116917
6.489236, -8.659671, 3.118374
6.107949, -8.645548, 3.118595
5.750292, -8.648164, 3.124049
5.411181, -8.648658, 3.126565
5.009721, -8.651685, 3.053815
4.673642, -8.624782, 3.053781
4.341174, -8.594712, 3.053401
4.015410, -8.546802, 3.045483
3.677251, -8.503281, 3.023762
3.341011, -8.451724, 2.878063
3.062955, -8.362350, 2.694447
2.824589, -8.221172, 2.515244
2.584904, -8.042904, 2.504080
2.366460, -7.863001, 2.489712
2.156777, -7.667124, 2.473663
1.953242, -7.473007, 2.457077
1.752885, -7.262932, 2.410731
1.560311, -7.028151, 2.325649
1.406258, -6.825885, 2.259870
1.264030, -6.623018, 2.155290
1.119338, -6.344434, 2.037720
0.999046, -6.063188, 2.024799
0.876301, -5.770663, 1.990501
0.764528, -5.473938, 1.932182
0.673665, -5.174494, 1.793981
0.635665, -4.870287, 1.554341
0.674731, -4.485484, 1.510834
0.728018, -4.106454, 1.485859
0.781899, -3.793378, 1.463653
0.843132, -3.435497, 1.447082
0.914826, -3.091981, 1.425444
0.976779, -2.783187, 1.471310
1.023010, -2.477987, 1.460826
1.070699, -2.147176, 1.455690
