17.518473, -0.698895, -0.872101
17.712852, -0.821050, -0.942877
17.773942, -0.823277, -0.947407
17.821025, -0.818818, -0.967608
17.842514, -0.805891, -0.971981
17.846083, -0.802261, -0.963050
17.856849, -0.798700, -0.971598
17.861862, -0.794791, -0.974752
17.863247, -0.791799, -0.970691
17.863152, -0.790919, -0.969013
17.862838, -0.791620, -0.969007
17.860973, -0.788569, -0.966138
17.861931, -0.787049, -0.969869
17.860194, -0.783704, -0.969649
17.862610, -0.783093, -0.966144
17.861107, -0.780130, -0.967334
17.859745, -0.779760, -0.966037
17.858375, -0.778919, -0.967294
17.859261, -0.779246, -0.963216
17.858549, -0.779798, -0.965327
17.860040, -0.779311, -0.966886
17.862360, -0.782414, -0.968771
17.858717, -0.781622, -0.966693
17.856859, -0.779963, -0.967000
17.851214, -0.779412, -0.961082
17.855668, -0.782465, -0.966227
17.855416, -0.784849, -0.963584
17.856210, -0.782619, -0.967591
17.859700, -0.781050, -0.965834
17.856171, -0.779337, -0.963709
17.854452, -0.778937, -0.963008
17.851823, -0.778398, -0.963102
17.855505, -0.776161, -0.963068
17.858956, -0.776528, -0.964726
17.857099, -0.774869, -0.965093
17.861008, -0.773984, -0.966403
17.860851, -0.777362, -0.967227
17.862361, -0.777920, -0.969007
17.860683, -0.779116, -0.968582
17.860665, -0.774563, -0.968072
17.853974, -0.771419, -0.966465
17.854741, -0.773294, -0.963285
17.854430, -0.774839, -0.962311
17.853632, -0.776740, -0.961807
17.854577, -0.779625, -0.962525
17.857151, -0.775872, -0.965967
17.859964, -0.776426, -0.966107
17.860725, -0.773103, -0.966360
17.860828, -0.772539, -0.965673
17.855344, -0.772846, -0.964999
17.852382, -0.773881, -0.962579
17.857483, -0.775022, -0.967042
17.859645, -0.776146, -0.967504
17.861020, -0.775803, -0.965805
17.857316, -0.778807, -0.962567
17.860398, -0.777316, -0.969677
17.859758, -0.775332, -0.966820
17.859641, -0.776795, -0.966781
17.856702, -0.780777, -0.966449
17.855814, -0.782232, -0.968060
17.861278, -0.782058, -0.968000
17.859045, -0.780711, -0.965738
17.856944, -0.774633, -0.965960
17.858043, -0.774736, -0.966866
17.860648, -0.777998, -0.965674
17.856221, -0.778857, -0.963756
17.858962, -0.778386, -0.970268
17.859912, -0.773848, -0.967209
17.860086, -0.777331, -0.966440
17.857915, -0.779127, -0.965730
17.859764, -0.777848, -0.964183
17.858607, -0.778806, -0.964013
17.858043, -0.778998, -0.966602
17.853842, -0.779130, -0.964109
17.852751, -0.780168, -0.964866
17.856620, -0.779111, -0.965131
17.858395, -0.782013, -0.965948
17.864717, -0.789938, -0.967109
17.861385, -0.792366, -0.966832
17.858702, -0.790003, -0.966214
17.864338, -0.793199, -0.967450
17.863718, -0.789309, -0.968053
17.860721, -0.792093, -0.965953
17.856518, -0.793550, -0.964601
17.861078, -0.795258, -0.965893
17.862905, -0.801131, -0.967464
17.862106, -0.804626, -0.967496
17.855938, -0.809564, -0.973444
17.848280, -0.810802, -0.975722
17.857155, -0.816632, -0.969966
17.861839, -0.818680, -0.970760
17.871516, -0.825194, -0.965828
